OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus
otu25887	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	NA	NA
otu25888	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
otu25889	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
otu25890	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
otu25891	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA
otu25892	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
otu25893	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu25894	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
otu25895	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA
otu25896	Bacteria	NA	NA	NA	NA	NA
otu25897	Bacteria	Chloroflexi	Anaerolineae	SJA-15	NA	NA
otu25898	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
otu25899	Bacteria	Armatimonadota	NA	NA	NA	NA
otu25900	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
otu25901	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
otu25902	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
otu25903	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu25904	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila
otu25905	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
otu25906	Bacteria	Fibrobacterota	Chitinivibrionia	NA	NA	NA
otu25907	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
otu25908	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
otu25909	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
otu25910	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus
otu25911	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
otu25912	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
otu25913	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA
otu25914	Bacteria	Armatimonadota	NA	NA	NA	NA
otu25915	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	NA
otu25916	Bacteria	Firmicutes	Desulfotomaculia	Ammonifexales	NA	NA
otu25917	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
otu25918	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
otu25919	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA
otu25920	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 13	NA	NA
otu25921	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
otu25922	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
otu25923	Bacteria	Planctomycetota	OM190	NA	NA	NA
otu25924	Bacteria	Myxococcota	Polyangia	NA	NA	NA
otu25925	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA
otu25926	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu25927	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
otu25928	Bacteria	Zixibacteria	NA	NA	NA	NA
otu25929	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera
otu25930	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA
otu25931	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
otu25932	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
otu25933	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
otu25934	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
otu25935	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	OLB13
otu25936	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
otu25937	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
otu25938	Bacteria	Latescibacterota	NA	NA	NA	NA
otu25939	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
otu25940	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
otu25941	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu25942	Bacteria	Proteobacteria	NA	NA	NA	NA
otu25943	Bacteria	Myxococcota	Polyangia	Polyangiales	Amb-16S-1034	NA
otu25944	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA
otu25945	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	NA	NA
otu25946	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
otu25947	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
otu25948	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
otu25949	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
otu25950	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
otu25951	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA
otu25952	Bacteria	Firmicutes	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter
otu25953	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
otu25954	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
otu25955	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
otu25956	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu25957	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
otu25958	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	WX65	NA
otu25959	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu25960	Bacteria	Firmicutes	NA	NA	NA	NA
otu25961	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
otu25962	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu25963	Bacteria	Chloroflexi	P2-11E	NA	NA	NA
otu25964	Bacteria	Firmicutes	Clostridia	NA	NA	NA
otu25965	Bacteria	NA	NA	NA	NA	NA
otu25966	Bacteria	Armatimonadota	NA	NA	NA	NA
otu25967	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
otu25968	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA
otu25969	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
otu25970	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA
otu25971	Bacteria	NA	NA	NA	NA	NA
otu25972	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
otu25973	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu25974	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	NA
otu25975	Bacteria	NA	NA	NA	NA	NA
otu25976	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
otu25977	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	NA
otu25978	Bacteria	Firmicutes	NA	NA	NA	NA
otu25979	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA
otu25980	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	NA	NA
otu25981	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
otu25982	Bacteria	Firmicutes	NA	NA	NA	NA
otu25983	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
otu25984	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
otu25985	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA
otu25986	Bacteria	NA	NA	NA	NA	NA
otu25987	Bacteria	Fibrobacterota	Chitinivibrionia	NA	NA	NA
otu25988	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
otu25989	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA
otu25990	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA
otu25991	Bacteria	RCP2-54	NA	NA	NA	NA
otu25992	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA
otu25993	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group
otu25994	Bacteria	NA	NA	NA	NA	NA
otu25995	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
otu25996	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu25997	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
otu25998	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
otu25999	Bacteria	Latescibacterota	NA	NA	NA	NA
otu26000	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus
otu26001	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
otu26002	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
otu26003	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
otu26004	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus
otu26005	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu26006	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu26007	Bacteria	NA	NA	NA	NA	NA
otu26008	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
otu26009	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella
otu26010	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA
otu26011	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA
otu26012	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA
otu26013	Bacteria	Patescibacteria	NA	NA	NA	NA
otu26014	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
otu26015	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA
otu26016	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
otu26017	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
otu26018	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	NA	NA
otu26019	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
otu26020	Bacteria	Firmicutes	Sulfobacillia	Sulfobacillales	Sulfobacillaceae	NA
otu26021	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
otu26022	Bacteria	Firmicutes	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter
otu26023	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10
otu26024	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
otu26025	Bacteria	Chloroflexi	NA	NA	NA	NA
otu26026	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu26027	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
otu26028	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
otu26029	Bacteria	Patescibacteria	Parcubacteria	Candidatus Yanofskybacteria	NA	NA
otu26030	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu26031	Bacteria	Latescibacterota	NA	NA	NA	NA
otu26032	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus
otu26033	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	Rhodobium
otu26034	Bacteria	Myxococcota	Polyangia	FFCH16767	NA	NA
otu26035	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	Vampirovibrio
otu26036	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera
otu26037	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus
otu26038	Bacteria	NA	NA	NA	NA	NA
otu26039	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
otu26040	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Gottschalkia	NA
otu26041	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
otu26042	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
otu26043	Bacteria	Firmicutes	NA	NA	NA	NA
otu26044	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	NA	NA
otu26045	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA
otu26046	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
otu26047	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
otu26048	Bacteria	Myxococcota	Polyangia	FFCH16767	NA	NA
otu26049	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-2
otu26050	Bacteria	WS4	NA	NA	NA	NA
otu26051	Bacteria	Planctomycetota	OM190	NA	NA	NA
otu26052	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus
otu26053	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA
otu26054	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu26055	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	NA
otu26056	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
otu26057	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
otu26058	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
otu26059	Bacteria	Planctomycetota	OM190	NA	NA	NA
otu26060	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
otu26061	Bacteria	Acidobacteriota	Acidobacteriae	NA	NA	NA
otu26062	Bacteria	NA	NA	NA	NA	NA
otu26063	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA
otu26064	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	NA
otu26065	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04
otu26066	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
otu26067	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Microcoleus PCC-7113
otu26068	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
otu26069	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
otu26070	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu26071	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA
otu26072	Bacteria	NA	NA	NA	NA	NA
otu26073	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
otu26074	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	NA	NA
otu26075	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
otu26076	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfotomaculaceae	Desulfotomaculum
otu26077	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
otu26078	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
otu26079	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
otu26080	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	NA	NA
otu26081	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
otu26082	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
otu26083	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
otu26084	Bacteria	NA	NA	NA	NA	NA
otu26085	Bacteria	NA	NA	NA	NA	NA
otu26086	Bacteria	Chloroflexi	NA	NA	NA	NA
otu26087	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
otu26088	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
otu26089	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA
otu26090	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	NA
otu26091	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
otu26092	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
otu26093	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus
otu26094	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
otu26095	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
otu26096	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis
otu26097	Bacteria	Planctomycetota	BD7-11	NA	NA	NA
otu26098	Bacteria	Actinobacteriota	NA	NA	NA	NA
otu26099	Bacteria	NA	NA	NA	NA	NA
otu26100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
otu26101	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA
otu26102	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
otu26103	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
otu26104	Bacteria	Firmicutes	Limnochordia	Hydrogenispora	NA	NA
otu26105	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA
otu26106	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
otu26107	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
otu26108	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
otu26109	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Arboricoccus
otu26110	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
otu26111	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu26112	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA
otu26113	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu26114	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
otu26115	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
otu26116	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chungangia
otu26117	Bacteria	Latescibacterota	NA	NA	NA	NA
otu26118	Bacteria	Chloroflexi	TK10	NA	NA	NA
otu26119	Bacteria	Planctomycetota	OM190	NA	NA	NA
otu26120	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Cellulosibacter
otu26121	Bacteria	Planctomycetota	Phycisphaerae	Pla1 lineage	NA	NA
otu26122	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu26123	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu26124	Bacteria	NA	NA	NA	NA	NA
otu26125	Bacteria	Planctomycetota	NA	NA	NA	NA
otu26126	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Risungbinella
otu26127	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
otu26128	Bacteria	NA	NA	NA	NA	NA
otu26129	Bacteria	NA	NA	NA	NA	NA
otu26130	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Aquabacter
otu26131	Bacteria	NA	NA	NA	NA	NA
otu26132	Bacteria	Armatimonadota	NA	NA	NA	NA
otu26133	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	NA
otu26134	Bacteria	Firmicutes	Clostridia	NA	NA	NA
otu26135	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147
otu26136	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum
otu26137	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
otu26138	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	NA
otu26139	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu26140	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA
otu26141	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
otu26142	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
otu26143	Bacteria	NA	NA	NA	NA	NA
otu26144	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	NA
otu26145	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria
otu26146	Bacteria	NA	NA	NA	NA	NA
otu26147	Bacteria	Actinobacteriota	NA	NA	NA	NA
otu26148	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
otu26149	Bacteria	Acidobacteriota	Blastocatellia	NA	NA	NA
otu26150	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57 soil group	NA	NA
otu26151	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA
otu26152	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
otu26153	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
otu26154	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
otu26155	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
otu26156	Bacteria	Firmicutes	D8A-2	NA	NA	NA
otu26157	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu26158	Bacteria	NA	NA	NA	NA	NA
otu26159	Bacteria	Armatimonadota	NA	NA	NA	NA
otu26160	Bacteria	Actinobacteriota	NA	NA	NA	NA
otu26161	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
otu26162	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
otu26163	Bacteria	NA	NA	NA	NA	NA
otu26164	Bacteria	NA	NA	NA	NA	NA
otu26165	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
otu26166	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
otu26167	Bacteria	NA	NA	NA	NA	NA
otu26168	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
otu26169	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
otu26170	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
otu26171	Bacteria	Firmicutes	Bacilli	Entomoplasmatales	type III	NA
otu26172	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
otu26173	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
otu26174	Bacteria	NA	NA	NA	NA	NA
otu26175	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
otu26176	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu26177	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
otu26178	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus
otu26179	Bacteria	Planctomycetota	Planctomycetes	NA	NA	NA
otu26180	Bacteria	NA	NA	NA	NA	NA
otu26181	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Candidatus Chloroploca
otu26182	Bacteria	NA	NA	NA	NA	NA
otu26183	Bacteria	Cyanobacteria	Vampirivibrionia	NA	NA	NA
otu26184	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
otu26185	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	NA
otu26186	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	NA
otu26187	Bacteria	NA	NA	NA	NA	NA
otu26188	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA
otu26189	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	NA
otu26190	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
otu26191	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera
otu26192	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA
otu26193	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga
otu26194	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
otu26195	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
otu26196	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria
otu26197	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium
otu26198	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
otu26199	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA
otu26200	Bacteria	NA	NA	NA	NA	NA
otu26201	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07
otu26202	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
otu26203	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
otu26204	Bacteria	Gemmatimonadota	S0134 terrestrial group	NA	NA	NA
otu26205	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA
otu26206	Bacteria	Chloroflexi	AD3	NA	NA	NA
otu26207	Bacteria	NA	NA	NA	NA	NA
otu26208	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
