OTU_ID	E1	E2	E28	E3	E30	E7	E8	E9
otu28893	0	0	0	0	0	0	0	0
otu28894	0	0	0	0	0	0	0	0
otu28895	0	0	0	0	0	0	0	0
otu28896	0	0	0	0	0	0	0	0
otu28897	0	0	0	0	0	0	0	0
otu28898	0	0	0	0	0	0	0	0
otu28899	0	0	0	0	0	0	0	0
otu28900	0	0	0	0	0	0	0	0
otu28901	0	0	0	0	0	0	0	0
otu28902	0	0	0	0	0	0	0	0
otu28903	0	0	0	0	0	0	0	0
otu28904	0	0	0	0	0	0	0	0
otu28905	0	0	0	0	0	0	0	0
otu28906	0	0	0	0	0	0	0	0
otu28907	0	0	0	0	0	0	0	0
otu28908	0	0	0	0	0	0	0	0
otu28909	0	0	0	0	0	0	0	0
otu28910	0	0	0	0	0	0	0	0
otu28911	0	0	0	0	0	0	0	0
otu28912	0	0	0	0	0	0	0	0
otu28913	0	0	0	0	0	0	0	0
otu28914	0	0	0	0	0	0	0	0
otu28915	0	0	0	0	0	0	0	0
otu28916	0	0	0	0	0	0	0	0
otu28917	0	0	0	0	0	0	0	0
otu28918	0	0	0	0	0	0	0	0
otu28919	0	0	0	0	0	0	0	0
otu28920	0	0	0	0	0	0	0	0
otu28921	0	0	0	0	0	0	0	0
otu28922	0	0	0	0	0	0	0	0
otu28923	0	0	0	0	0	0	0	0
otu28924	0	0	0	0	0	0	0	0
otu28925	0	0	0	0	0	0	0	0
otu28926	0	0	0	0	0	0	0	0
otu28927	0	0	0	0	0	0	0	0
otu28928	0	0	0	0	0	0	0	0
otu28929	0	0	0	0	0	0	0	0
otu28930	0	0	0	0	0	0	0	0
otu28931	0	0	0	0	0	0	0	0
otu28932	0	0	0	0	0	0	0	0
otu28933	0	0	0	0	0	0	0	0
otu28934	0	0	0	0	0	0	0	0
otu28935	0	0	0	0	0	0	0	0
otu28936	0	0	0	0	0	0	0	0
otu28937	0	0	0	0	0	0	0	0
otu28938	0	0	0	0	0	0	0	0
otu28939	0	0	0	0	0	0	0	0
otu28940	0	0	0	0	0	0	0	0
otu28941	0	0	0	0	0	0	0	0
otu28942	0	0	0	0	0	0	0	0
otu28943	0	0	0	0	0	0	0	0
otu28944	0	0	0	0	0	0	0	0
otu28945	0	0	0	0	0	0	0	0
otu28946	0	0	0	0	0	0	0	0
otu28947	0	0	0	0	0	0	0	0
otu28948	0	0	0	0	0	0	0	0
otu28949	0	0	0	0	0	0	0	0
otu28950	0	0	0	0	0	0	0	0
otu28951	0	0	0	0	0	0	0	0
otu28952	0	0	0	0	0	0	0	0
otu28953	0	0	0	0	0	0	0	0
otu28954	0	0	0	0	0	0	0	0
otu28955	0	0	0	0	0	0	0	0
otu28956	0	0	0	0	0	0	0	0
otu28957	0	0	0	0	0	0	0	0
otu28958	0	0	0	0	0	0	0	0
otu28959	0	0	0	0	0	0	0	0
otu28960	0	0	0	0	0	0	0	0
otu28961	0	0	0	0	0	0	0	0
otu28962	0	0	0	0	0	0	0	0
otu28963	0	0	0	0	0	0	0	0
otu28964	0	0	0	0	0	0	0	0
otu28965	0	0	0	0	0	0	0	0
otu28966	0	0	0	0	0	0	0	0
otu28967	0	0	0	0	0	0	0	0
otu28968	0	0	0	0	0	0	0	0
otu28969	0	0	0	0	0	0	0	0
otu28970	0	0	0	0	0	0	0	0
otu28971	0	0	0	0	0	0	0	0
otu28972	0	0	0	0	0	0	0	0
otu28973	0	0	0	0	0	0	0	0
otu28974	0	0	0	0	0	0	0	0
otu28975	0	0	0	0	0	0	0	0
otu28976	0	0	0	0	0	0	0	0
otu28977	0	0	0	0	0	0	0	0
otu28978	0	0	0	0	0	0	0	0
otu28979	0	0	0	0	0	0	0	0
otu28980	0	0	0	0	0	0	0	0
otu28981	0	0	0	0	0	0	0	0
otu28982	0	0	0	0	0	0	0	0
otu28983	0	0	0	0	0	0	0	0
otu28984	0	0	0	0	0	0	0	0
otu28985	0	0	0	0	0	0	0	0
otu28986	0	0	0	0	0	0	0	0
otu28987	0	0	0	0	0	0	0	0
otu28988	0	0	0	0	0	0	0	0
otu28989	0	0	0	0	0	0	0	0
otu28990	0	0	0	0	0	0	0	0
otu28991	0	0	0	0	0	0	0	0
otu28992	0	0	0	0	0	0	0	0
otu28993	0	0	0	0	0	0	0	0
otu28994	0	0	0	0	0	0	0	0
otu28995	0	0	0	0	0	0	0	0
otu28996	0	0	0	0	0	0	0	0
otu28997	0	0	0	0	0	0	0	0
otu28998	0	0	0	0	0	0	0	0
otu28999	0	0	0	0	0	0	0	0
otu29000	0	0	0	0	0	0	0	0
otu29001	0	0	0	0	0	0	0	0
otu29002	0	0	0	0	0	0	0	0
otu29003	0	0	0	0	0	0	0	0
otu29004	0	0	0	0	0	0	0	0
otu29005	0	0	0	0	0	0	0	0
otu29006	0	0	0	0	0	0	0	0
otu29007	0	0	0	0	0	0	0	0
otu29008	0	0	0	0	0	0	0	0
otu29009	0	0	0	0	0	0	0	0
otu29010	0	0	0	0	0	0	0	0
otu29011	0	0	0	0	0	0	0	0
otu29012	0	0	0	0	0	0	0	0
otu29013	0	0	0	0	0	0	0	0
otu29014	0	0	0	0	0	0	0	0
otu29015	0	0	0	0	0	0	0	0
otu29016	0	0	0	0	0	0	0	0
otu29017	0	0	0	0	0	0	0	0
otu29018	0	0	0	0	0	0	0	0
otu29019	0	0	0	0	0	0	0	0
otu29020	0	0	0	0	0	0	0	0
otu29021	0	0	0	0	0	0	0	0
otu29022	0	0	0	0	0	0	0	0
otu29023	0	0	0	0	0	0	0	0
otu29024	0	0	0	0	0	0	0	0
otu29025	0	0	0	0	0	0	0	0
otu29026	0	0	0	0	0	0	0	0
otu29027	0	0	0	0	0	0	0	0
otu29028	0	0	0	0	0	0	0	0
otu29029	0	0	0	0	0	0	0	0
otu29030	0	0	0	0	0	0	0	0
otu29031	0	0	0	0	0	0	0	0
otu29032	0	0	0	0	0	0	0	0
otu29033	0	0	0	0	0	0	0	0
otu29034	0	0	0	0	0	0	0	0
otu29035	0	0	0	0	0	0	0	0
otu29036	0	0	0	0	0	0	0	0
otu29037	0	0	0	0	0	0	0	0
otu29038	0	0	0	0	0	0	0	0
otu29039	0	0	0	0	0	0	0	0
otu29040	0	0	0	0	0	0	0	0
otu29041	0	0	0	0	0	0	0	0
otu29042	0	0	0	0	0	0	0	0
otu29043	0	0	0	0	0	0	0	0
otu29044	0	0	0	0	0	0	0	0
otu29045	0	0	0	0	0	0	0	0
otu29046	0	0	0	0	0	0	0	0
otu29047	0	0	0	0	0	0	0	0
otu29048	0	0	0	0	0	0	0	0
otu29049	0	0	0	0	0	0	0	0
otu29050	0	0	0	0	0	0	0	0
otu29051	0	0	0	0	0	0	0	0
otu29052	0	0	0	0	0	0	0	0
otu29053	0	0	0	0	0	0	0	0
otu29054	0	0	0	0	0	0	0	0
otu29055	0	0	0	0	0	0	0	0
otu29056	0	0	0	0	0	0	0	0
otu29057	0	0	0	0	0	0	0	0
otu29058	0	0	0	0	0	0	0	0
otu29059	0	0	0	0	0	0	0	0
otu29060	0	0	0	0	0	0	0	0
otu29061	0	0	0	0	0	0	0	0
otu29062	0	0	0	0	0	0	0	0
otu29063	0	0	0	0	0	0	0	0
otu29064	0	0	0	0	0	0	0	0
otu29065	0	0	0	0	0	0	0	0
otu29066	0	0	0	0	0	0	0	0
otu29067	0	0	0	0	0	0	0	0
otu29068	0	0	0	0	0	0	0	0
otu29069	0	0	0	0	0	0	0	0
otu29070	0	0	0	0	0	0	0	0
otu29071	0	0	0	0	0	0	0	0
otu29072	0	0	0	0	0	0	0	0
otu29073	0	0	0	0	0	0	0	0
otu29074	0	0	0	0	0	0	0	0
otu29075	0	0	0	0	0	0	0	0
otu29076	0	0	0	0	0	0	0	0
otu29077	0	0	0	0	0	0	0	0
otu29078	0	0	0	0	0	0	0	0
otu29079	0	0	0	0	0	0	0	0
otu29080	0	0	0	0	0	0	0	0
otu29081	0	0	0	0	0	0	0	0
otu29082	0	0	0	0	0	0	0	0
otu29083	0	0	0	0	0	0	0	0
otu29084	0	0	0	0	0	0	0	0
otu29085	0	0	0	0	0	0	0	0
otu29086	0	0	0	0	0	0	0	0
otu29087	0	0	0	0	0	0	0	0
otu29088	0	0	0	0	0	0	0	0
otu29089	0	0	0	0	0	0	0	0
otu29090	0	0	0	0	0	0	0	0
otu29091	0	0	0	0	0	0	0	0
otu29092	0	0	0	0	0	0	0	0
otu29093	0	0	0	0	0	0	0	0
otu29094	0	0	0	0	0	0	0	0
otu29095	0	0	0	0	0	0	0	0
otu29096	0	0	0	0	0	0	0	0
otu29097	0	0	0	0	0	0	0	0
otu29098	0	0	0	0	0	0	0	0
otu29099	0	0	0	0	0	0	0	0
otu29100	0	0	0	0	0	0	0	0
otu29101	0	0	0	0	0	0	0	0
otu29102	0	0	0	0	0	0	0	0
otu29103	0	0	0	0	0	0	0	0
otu29104	0	0	0	0	0	0	0	0
otu29105	0	0	0	0	0	0	0	0
otu29106	0	0	0	0	0	0	0	0
otu29107	0	0	0	0	0	0	0	0
otu29108	0	0	0	0	0	0	0	0
otu29109	0	0	0	0	0	0	0	0
otu29110	0	0	0	0	0	0	0	0
otu29111	0	0	0	0	0	0	0	0
otu29112	0	0	0	0	0	0	0	0
otu29113	0	0	0	0	0	0	0	0
otu29114	0	0	0	0	0	0	0	0
otu29115	0	0	0	0	0	0	0	0
otu29116	0	0	0	0	0	0	0	0
otu29117	0	0	0	0	0	0	0	0
otu29118	0	0	0	0	0	0	0	0
otu29119	0	0	0	0	0	0	0	0
otu29120	0	0	0	0	0	0	0	0
otu29121	0	0	0	0	0	0	0	0
otu29122	0	0	0	0	0	0	0	0
otu29123	0	0	0	0	0	0	0	0
otu29124	0	0	0	0	0	0	0	0
otu29125	0	0	0	0	0	0	0	0
otu29126	0	0	0	0	0	0	0	0
otu29127	0	0	0	0	0	0	0	0
otu29128	0	0	0	0	0	0	0	0
otu29129	0	0	0	0	0	0	0	0
otu29130	0	0	0	0	0	0	0	0
otu29131	0	0	0	0	0	0	0	0
otu29132	0	0	0	0	0	0	0	0
otu29133	0	0	0	0	0	0	0	0
otu29134	0	0	0	0	0	0	0	0
otu29135	0	0	0	0	0	0	0	0
otu29136	0	0	0	0	0	0	0	0
otu29137	0	0	0	0	0	0	0	0
otu29138	0	0	0	0	0	0	0	0
otu29139	0	0	0	0	0	0	0	0
otu29140	0	0	0	0	0	0	0	0
otu29141	0	0	0	0	0	0	0	0
otu29142	0	0	0	0	0	0	0	0
otu29143	0	0	0	0	0	0	0	0
otu29144	0	0	0	0	0	0	0	0
otu29145	0	0	0	0	0	0	0	0
otu29146	0	0	0	0	0	0	0	0
otu29147	0	0	0	0	0	0	0	0
otu29148	0	0	0	0	0	0	0	0
otu29149	0	0	0	0	0	0	0	0
otu29150	0	0	0	0	0	0	0	0
otu29151	0	0	0	0	0	0	0	0
otu29152	0	0	0	0	0	0	0	0
otu29153	0	0	0	0	0	0	0	0
otu29154	0	0	0	0	0	0	0	0
otu29155	0	0	0	0	0	0	0	0
otu29156	0	0	0	0	0	0	0	0
otu29157	0	0	0	0	0	0	0	0
otu29158	0	0	0	0	0	0	0	0
otu29159	0	0	0	0	0	0	0	0
otu29160	0	0	0	0	0	0	0	0
otu29161	0	0	0	0	0	0	0	0
otu29162	0	0	0	0	0	0	0	0
otu29163	0	0	0	0	0	0	0	0
otu29164	0	0	0	0	0	0	0	0
otu29165	0	0	0	0	0	0	0	0
otu29166	0	0	0	0	0	0	0	0
otu29167	0	0	0	0	0	0	0	0
otu29168	0	0	0	0	0	0	0	0
otu29169	0	0	0	0	0	0	0	0
otu29170	0	0	0	0	0	0	0	0
otu29171	0	0	0	0	0	0	0	0
otu29172	0	0	0	0	0	0	0	0
otu29173	0	0	0	0	0	0	0	0
otu29174	0	0	0	0	0	0	0	0
otu29175	0	0	0	0	0	0	0	0
otu29176	0	0	0	0	0	0	0	0
otu29177	0	0	0	0	0	0	0	0
otu29178	0	0	0	0	0	0	0	0
otu29179	0	0	0	0	0	0	0	0
otu29180	0	0	0	0	0	0	0	0
otu29181	0	0	0	0	0	0	0	0
otu29182	0	0	0	0	0	0	0	0
otu29183	0	0	0	0	0	0	0	0
otu29184	0	0	0	0	0	0	0	0
otu29185	0	0	0	0	0	0	0	0
otu29186	0	0	0	0	0	0	0	0
otu29187	0	0	0	0	0	0	0	0
otu29188	0	0	0	0	0	0	0	0
otu29189	0	0	0	0	0	0	0	0
otu29190	0	0	0	0	0	0	0	0
otu29191	0	0	0	0	0	0	0	0
otu29192	0	0	0	0	0	0	0	0
otu29193	0	0	0	0	0	0	0	0
otu29194	0	0	0	0	0	0	0	0
otu29195	0	0	0	0	0	0	0	0
otu29196	0	0	0	0	0	0	0	0
otu29197	0	0	0	0	0	0	0	0
otu29198	0	0	0	0	0	0	0	0
otu29199	0	0	0	0	0	0	0	0
otu29200	0	0	0	0	0	0	0	0
otu29201	0	0	0	0	0	0	0	0
otu29202	0	0	0	0	0	0	0	0
otu29203	0	0	0	0	0	0	0	0
otu29204	0	0	0	0	0	0	0	0
otu29205	0	0	0	0	0	0	0	0
otu29206	0	0	0	0	0	0	0	0
otu29207	0	0	0	0	0	0	0	0
otu29208	0	0	0	0	0	0	0	0
otu29209	0	0	0	0	0	0	0	0
otu29210	0	0	0	0	0	0	0	0
otu29211	0	0	0	0	0	0	0	0
otu29212	0	0	0	0	0	0	0	0
otu29213	0	0	0	0	0	0	0	0
otu29214	0	0	0	0	0	0	0	0
otu29215	0	0	0	0	0	0	0	0
otu29216	0	0	0	0	0	0	0	0
otu29217	0	0	0	0	0	0	0	0
otu29218	0	0	0	0	0	0	0	0
otu29219	0	0	0	0	0	0	0	0
otu29220	0	0	0	0	0	0	0	0
otu29221	0	0	0	0	0	0	0	0
otu29222	0	0	0	0	0	0	0	0
otu29223	0	0	0	0	0	0	0	0
otu29224	0	0	0	0	0	0	0	0
otu29225	0	0	0	0	0	0	0	0
otu29226	0	0	0	0	0	0	0	0
otu29227	0	0	0	0	0	0	0	0
otu29228	0	0	0	0	0	0	0	0
otu29229	0	0	0	0	0	0	0	0
otu29230	0	0	0	0	0	0	0	0
otu29231	0	0	0	0	0	0	0	0
otu29232	0	0	0	0	0	0	0	0
otu29233	0	0	0	0	0	1	0	0
otu29234	0	0	0	0	0	3	0	0
otu29235	0	0	0	0	0	3	0	0
otu29236	0	0	0	0	0	3	0	0
otu29237	0	0	0	0	0	3	0	0
otu29238	0	0	0	0	0	3	0	0
otu29239	0	0	0	0	0	3	0	0
otu29240	0	0	0	0	0	3	0	0
otu29241	0	0	0	0	0	3	0	0
otu29242	0	0	0	0	0	3	0	0
otu29243	0	0	0	0	0	2	0	0
otu29244	0	0	0	0	0	3	0	0
otu29245	0	0	0	0	0	3	0	0
otu29246	0	0	0	0	0	3	0	0
otu29247	0	0	0	0	0	3	0	0
otu29248	0	0	0	0	0	2	0	0
otu29249	0	0	0	0	0	3	0	0
otu29250	0	0	0	0	0	3	0	0
otu29251	0	0	0	0	0	3	0	0
otu29252	0	0	0	0	0	2	0	0
otu29253	0	0	0	0	0	3	0	0
otu29254	0	0	0	0	0	2	0	0
otu29255	0	0	0	0	0	2	0	0
otu29256	0	0	0	0	0	2	0	0
otu29257	0	0	0	0	0	2	0	0
otu29258	0	0	0	0	0	3	0	0
otu29259	0	0	0	0	0	3	0	0
otu29260	0	0	0	0	0	3	0	0
otu29261	0	0	0	0	0	3	0	0
otu29262	0	0	0	0	0	2	0	0
otu29263	0	0	0	0	0	3	0	0
otu29264	0	0	0	0	0	3	0	0
otu29265	0	0	0	0	0	3	0	0
otu29266	0	0	0	0	0	3	0	0
otu29267	0	0	0	0	0	3	0	0
otu29268	0	0	0	0	0	3	0	0
otu29269	0	0	0	0	0	3	0	0
otu29270	0	0	0	0	0	3	0	0
otu29271	0	0	0	0	0	3	0	0
otu29272	0	0	0	0	0	3	0	0
otu29273	0	0	0	0	0	3	0	0
otu29274	0	0	0	0	0	3	0	0
otu29275	0	0	0	0	0	3	0	0
otu29276	0	0	0	0	0	3	0	0
otu29277	0	0	0	0	0	2	0	0
otu29278	0	0	0	0	0	3	0	0
otu29279	0	0	0	0	0	2	0	0
otu29280	0	0	0	0	0	2	0	0
otu29281	0	0	0	0	0	2	0	0
otu29282	0	0	0	0	0	3	0	0
otu29283	0	0	0	0	0	3	0	0
otu29284	0	0	0	0	0	2	0	0
otu29285	0	0	0	0	0	3	0	0
otu29286	0	0	0	0	0	2	0	0
otu29287	0	0	0	0	0	2	0	0
otu29288	0	0	0	0	0	2	0	0
otu29289	0	0	0	0	0	3	0	0
otu29290	0	0	0	0	0	3	0	0
otu29291	0	0	0	0	0	3	0	0
otu29292	0	0	0	0	0	3	0	0
otu29293	0	0	0	0	0	3	0	0
otu29294	0	0	0	0	0	3	0	0
otu29295	0	0	0	0	0	3	0	0
otu29296	0	0	0	0	0	3	0	0
otu29297	0	0	0	0	0	2	0	0
otu29298	0	0	0	0	0	2	0	0
otu29299	0	0	0	0	0	3	0	0
otu29300	0	0	0	0	0	3	0	0
otu29301	0	0	0	0	0	2	0	0
otu29302	0	0	0	0	0	1	0	0
otu29303	0	0	0	0	0	3	0	0
otu29304	0	0	0	0	0	2	0	0
otu29305	0	0	0	0	0	3	0	0
otu29306	0	0	0	0	0	3	0	0
otu29307	0	0	0	0	0	3	0	0
otu29308	0	0	0	0	0	3	0	0
otu29309	0	0	0	0	0	2	0	0
otu29310	0	0	0	0	0	3	0	0
otu29311	0	0	0	0	0	3	0	0
otu29312	0	0	0	0	0	3	0	0
otu29313	0	0	0	0	0	2	0	0
otu29314	0	0	0	0	0	3	0	0
otu29315	0	0	0	0	0	3	0	0
otu29316	0	0	0	0	0	2	0	0
otu29317	0	0	0	0	0	3	0	0
otu29318	0	0	0	0	0	3	0	0
otu29319	0	0	0	0	0	3	0	0
otu29320	0	0	0	0	0	3	0	0
otu29321	0	0	0	0	0	3	0	0
otu29322	0	0	0	0	0	2	0	0
otu29323	0	0	0	0	0	3	0	0
otu29324	0	0	0	0	0	3	0	0
otu29325	0	0	0	0	0	3	0	0
otu29326	0	0	0	0	0	3	0	0
otu29327	0	0	0	0	0	3	0	0
otu29328	0	0	0	0	0	3	0	0
otu29329	0	0	0	0	0	2	0	0
otu29330	0	0	0	0	0	0	3	0
otu29331	0	0	0	0	0	0	3	0
otu29332	0	0	0	0	0	0	3	0
otu29333	0	0	0	0	0	0	3	0
otu29334	0	0	0	0	0	0	3	0
otu29335	0	0	0	0	0	0	2	0
otu29336	0	0	0	0	0	0	3	0
otu29337	0	0	0	0	0	0	3	0
otu29338	0	0	0	0	0	0	3	0
otu29339	0	0	0	0	0	0	3	0
otu29340	0	0	0	0	0	0	3	0
otu29341	0	0	0	0	0	0	3	0
otu29342	0	0	0	0	0	0	3	0
otu29343	0	0	0	0	0	0	3	0
otu29344	0	0	0	0	0	0	3	0
otu29345	0	0	0	0	0	0	2	0
otu29346	0	0	0	0	0	0	2	0
otu29347	0	0	0	0	0	0	3	0
otu29348	0	0	0	0	0	0	3	0
otu29349	0	0	0	0	0	0	3	0
otu29350	0	0	0	0	0	0	3	0
otu29351	0	0	0	0	0	0	3	0
otu29352	0	0	0	0	0	0	2	0
otu29353	0	0	0	0	0	0	3	0
otu29354	0	0	0	0	0	0	2	0
otu29355	0	0	0	0	0	0	3	0
otu29356	0	0	0	0	0	0	3	0
otu29357	0	0	0	0	0	0	3	0
otu29358	0	0	0	0	0	0	3	0
otu29359	0	0	0	0	0	0	3	0
otu29360	0	0	0	0	0	0	3	0
otu29361	0	0	0	0	0	0	2	0
otu29362	0	0	0	0	0	0	2	0
otu29363	0	0	0	0	0	0	3	0
otu29364	0	0	0	0	0	0	3	0
otu29365	0	0	0	0	0	0	3	0
otu29366	0	0	0	0	0	0	3	0
otu29367	0	0	0	0	0	0	3	0
otu29368	0	0	0	0	0	0	3	0
otu29369	0	0	0	0	0	0	2	0
otu29370	0	0	0	0	0	0	3	0
otu29371	0	0	0	0	0	0	2	0
otu29372	0	0	0	0	0	0	3	0
otu29373	0	0	0	0	0	0	3	0
otu29374	0	0	0	0	0	0	3	0
otu29375	0	0	0	0	0	0	2	0
otu29376	0	0	0	0	0	0	3	0
otu29377	0	0	0	0	0	0	3	0
otu29378	0	0	0	0	0	0	3	0
otu29379	0	0	0	0	0	0	3	0
otu29380	0	0	0	0	0	0	3	0
otu29381	0	0	0	0	0	0	3	0
otu29382	0	0	0	0	0	0	2	0
otu29383	0	0	0	0	0	0	3	0
otu29384	0	0	0	0	0	0	3	0
otu29385	0	0	0	0	0	0	3	0
otu29386	0	0	0	0	0	0	3	0
otu29387	0	0	0	0	0	0	3	0
otu29388	0	0	0	0	0	0	3	0
otu29389	0	0	0	0	0	0	3	0
otu29390	0	0	0	0	0	0	3	0
otu29391	0	0	0	0	0	0	3	0
otu29392	0	0	0	0	0	0	3	0
otu29393	0	0	0	0	0	0	3	0
otu29394	0	0	0	0	0	0	3	0
otu29395	0	0	0	0	0	0	3	0
otu29396	0	0	0	0	0	0	3	0
otu29397	0	0	0	0	0	0	3	0
otu29398	0	0	0	0	0	0	3	0
otu29399	0	0	0	0	0	0	3	0
otu29400	0	0	0	0	0	0	3	0
otu29401	0	0	0	0	0	0	3	0
otu29402	0	0	0	0	0	0	3	0
otu29403	0	0	0	0	0	0	3	0
otu29404	0	0	0	0	0	0	3	0
otu29405	0	0	0	0	0	0	3	0
otu29406	0	0	0	0	0	0	2	0
otu29407	0	0	0	0	0	0	3	0
otu29408	0	0	0	0	0	0	3	0
otu29409	0	0	0	0	0	0	3	0
otu29410	0	0	0	0	0	0	2	0
otu29411	0	0	0	0	0	0	2	0
otu29412	0	0	0	0	0	0	3	0
otu29413	0	0	0	0	0	0	3	0
otu29414	0	0	0	0	0	0	3	0
otu29415	0	0	0	0	0	0	3	0
otu29416	0	0	0	0	0	0	3	0
otu29417	0	0	0	0	0	0	3	0
otu29418	0	0	0	0	0	0	0	1
otu29419	0	0	0	0	0	0	0	2
otu29420	0	0	0	0	0	0	0	3
otu29421	0	0	0	0	0	0	0	3
otu29422	0	0	0	0	0	0	0	2
otu29423	0	0	0	0	0	0	0	2
otu29424	0	0	0	0	0	0	0	3
otu29425	0	0	0	0	0	0	0	3
otu29426	0	0	0	0	0	0	0	3
otu29427	0	0	0	0	0	0	0	3
otu29428	0	0	0	0	0	0	0	2
otu29429	0	0	0	0	0	0	0	3
otu29430	0	0	0	0	0	0	0	1
otu29431	0	0	0	0	0	0	0	2
otu29432	0	0	0	0	0	0	0	3
otu29433	0	0	0	0	0	0	0	3
otu29434	0	0	0	0	0	0	0	3
otu29435	0	0	0	0	0	0	0	2
otu29436	0	0	0	0	0	0	0	3
otu29437	0	0	0	0	0	0	0	3
otu29438	0	0	0	0	0	0	0	3
otu29439	0	0	0	0	0	0	0	3
otu29440	0	0	0	0	0	0	0	1
otu29441	0	0	0	0	0	0	0	3
otu29442	0	0	0	0	0	0	0	3
otu29443	0	0	0	0	0	0	0	3
otu29444	0	0	0	0	0	0	0	3
otu29445	0	0	0	0	0	0	0	3
otu29446	0	0	0	0	0	0	0	3
otu29447	0	0	0	0	0	0	0	3
otu29448	0	0	0	0	0	0	0	2
otu29449	0	0	0	0	0	0	0	3
otu29450	0	0	0	0	0	0	0	3
otu29451	0	0	0	0	0	0	0	3
otu29452	0	0	0	0	0	0	0	3
otu29453	0	0	0	0	0	0	0	3
otu29454	0	0	0	0	0	0	0	2
otu29455	0	0	0	0	0	0	0	3
otu29456	0	0	0	0	0	0	0	2
otu29457	0	0	0	0	0	0	0	3
otu29458	0	0	0	0	0	0	0	3
otu29459	0	0	0	0	0	0	0	3
otu29460	0	0	0	0	0	0	0	3
otu29461	0	0	0	0	0	0	0	3
otu29462	0	0	0	0	0	0	0	3
otu29463	0	0	0	0	0	0	0	2
otu29464	0	0	0	0	0	0	0	2
otu29465	0	0	0	0	0	0	0	3
otu29466	0	0	0	0	0	0	0	2
otu29467	0	0	0	0	0	0	0	2
otu29468	0	0	0	0	0	0	0	2
otu29469	0	0	0	0	0	0	0	3
otu29470	0	0	0	0	0	0	0	3
otu29471	0	0	0	0	0	0	0	3
otu29472	0	0	0	0	0	0	0	3
otu29473	0	0	0	0	0	0	0	1
otu29474	0	0	0	0	0	0	0	2
otu29475	0	0	0	0	0	0	0	1
otu29476	0	0	0	0	0	0	0	2
otu29477	0	0	0	0	0	0	0	3
otu29478	0	0	0	0	0	0	0	3
otu29479	0	0	0	0	0	0	0	3
otu29480	0	0	0	0	0	0	0	3
otu29481	0	0	0	0	0	0	0	2
otu29482	0	0	0	0	0	0	0	3
otu29483	0	0	0	0	0	0	0	3
otu29484	0	0	0	0	0	0	0	2
otu29485	0	0	0	0	0	0	0	3
otu29486	0	0	0	0	0	0	0	2
otu29487	0	0	0	0	0	0	0	3
otu29488	0	0	0	0	0	0	0	3
otu29489	0	0	0	0	0	0	0	2
otu29490	0	0	0	0	0	0	0	3
otu29491	0	0	0	0	0	0	0	3
otu29492	0	0	0	0	0	0	0	3
otu29493	0	0	0	0	0	0	0	2
otu29494	0	0	0	0	0	0	0	3
otu29495	0	0	0	0	0	0	0	3
otu29496	0	0	0	0	0	0	0	3
otu29497	0	0	0	0	0	0	0	3
otu29498	0	0	0	0	0	0	0	3
otu29499	0	0	0	0	0	0	0	2
otu29500	0	0	0	0	0	0	0	3
otu29501	0	0	0	0	0	0	0	3
otu29502	0	0	0	0	0	0	0	3
otu29503	0	0	0	0	0	0	0	3
otu29504	0	0	0	0	0	0	0	2
otu29505	0	0	0	0	0	0	0	3
otu29506	0	0	0	0	0	0	0	0
otu29507	0	0	0	0	0	0	0	0
otu29508	0	0	0	0	0	0	0	0
otu29509	0	0	0	0	0	0	0	0
otu29510	0	0	0	0	0	0	0	0
otu29511	0	0	0	0	0	0	0	0
otu29512	0	0	0	0	0	0	0	0
otu29513	0	0	0	0	0	0	0	0
otu29514	0	0	0	0	0	0	0	0
otu29515	0	0	0	0	0	0	0	0
otu29516	0	0	0	0	0	0	0	0
otu29517	0	0	0	0	0	0	0	0
otu29518	0	0	0	0	0	0	0	0
otu29519	0	0	0	0	0	0	0	0
otu29520	0	0	0	0	0	0	0	0
otu29521	0	0	0	0	0	0	0	0
otu29522	0	0	0	0	0	0	0	0
otu29523	0	0	0	0	0	0	0	0
otu29524	0	0	0	0	0	0	0	0
otu29525	0	0	0	0	0	0	0	0
otu29526	0	0	0	0	0	0	0	0
otu29527	0	0	0	0	0	0	0	0
otu29528	0	0	0	0	0	0	0	0
otu29529	0	0	0	0	0	0	0	0
otu29530	0	0	0	0	0	0	0	0
otu29531	0	0	0	0	0	0	0	0
otu29532	0	0	0	0	0	0	0	0
otu29533	0	0	0	0	0	0	0	0
otu29534	0	0	0	0	0	0	0	0
otu29535	0	0	0	0	0	0	0	0
otu29536	0	0	0	0	0	0	0	0
otu29537	0	0	0	0	0	0	0	0
otu29538	0	0	0	0	0	0	0	0
otu29539	0	0	0	0	0	0	0	0
otu29540	0	0	0	0	0	0	0	0
otu29541	0	0	0	0	0	0	0	0
otu29542	0	0	0	0	0	0	0	0
otu29543	0	0	0	0	0	0	0	0
otu29544	0	0	0	0	0	0	0	0
otu29545	0	0	0	0	0	0	0	0
otu29546	0	0	0	0	0	0	0	0
otu29547	0	0	0	0	0	0	0	0
otu29548	0	0	0	0	0	0	0	0
otu29549	0	0	0	0	0	0	0	0
otu29550	0	0	0	0	0	0	0	0
otu29551	0	0	0	0	0	0	0	0
otu29552	0	0	0	0	0	0	0	0
otu29553	0	0	0	0	0	0	0	0
otu29554	0	0	0	0	0	0	0	0
otu29555	0	0	0	0	0	0	0	0
otu29556	0	0	0	0	0	0	0	0
otu29557	0	0	0	0	0	0	0	0
